housing_median_age,median_income,median_house_value,priceCat,person_per_household,share_bedrooms,rooms_per_household,sm_PpH,sm_RpH,proximity
52.0,2.6768,182.3,above,1.8795811518324608,0.2536231884057971,4.335078534031414,0.631048960441649,1.46673972633863,COAST
50.0,2.026,142.5,below,2.026315789473684,0.2862222222222222,3.700657894736842,0.706219262127298,1.3085106132322988,COAST
43.0,1.7348,137.5,below,2.205533596837945,0.3098311817279047,3.9802371541501977,0.7909694736537908,1.381341403991042,COAST
40.0,0.9506,187.5,above,2.64375,0.3125,3.9,0.972198363812451,1.3609765531356006,COAST
40.0,1.775,112.5,below,1.9886363636363635,0.3964059196617336,2.6875,0.6874491594453075,0.9886113934537812,COAST
21.0,0.9218,171.9,above,1.678082191780822,0.5055803571428571,2.045662100456621,0.5176515888363906,0.7157215025984843,COAST
43.0,1.5045,93.8,below,2.6068796068796067,0.24411134903640258,4.58968058968059,0.9581539531713881,1.523810433346193,COAST
41.0,1.1108,97.5,below,2.720833333333333,0.26482458863706926,4.473611111111111,1.0009382059344396,1.4981959373210978,COAST
52.0,1.2475,104.2,below,2.905,0.27975460122699386,4.075,1.0664333903038745,1.404870746692826,COAST
52.0,1.6098,87.5,below,3.0085836909871246,0.20085470085470086,5.021459227467811,1.1014694334688895,1.6137205742261012,COAST
52.0,1.4113,83.1,below,2.618181818181818,0.2571428571428571,4.295454545454546,0.9624801143435296,1.4575573811413813,COAST
52.0,1.5057,87.5,below,2.4015444015444016,0.23263327948303716,4.77992277992278,0.8761120310396417,1.5644243915450036,COAST
52.0,0.8172,85.3,below,2.9836065573770494,0.22498321020819342,6.102459016393443,1.0931328229034842,1.8086918073908071,COAST
52.0,1.2171,80.3,below,3.5328947368421053,0.24585436193222782,4.5625,1.2621175736625883,1.5178707189086098,COAST
2.0,2.5625,60.0,below,1.6491228070175439,0.2721518987341772,2.7719298245614037,0.5002435144354538,1.0195437651924166,COAST
52.0,3.3929,75.7,below,2.962566844919786,0.18822479928635147,5.994652406417113,1.086056069892697,1.7908678062175734,COAST
49.0,6.1183,75.0,below,3.739130434782609,0.21481481481481482,5.869565217391305,1.318853080324358,1.7697805625092797,COAST
50.0,0.9011,86.1,below,3.0901639344262297,0.25,6.229508196721311,1.1282241427147544,1.8292973885471202,COAST
52.0,1.191,76.1,below,3.2767295597484276,0.19362745098039216,7.69811320754717,1.1868458395331354,2.04097526085204,COAST
48.0,2.5938,73.5,below,2.9473684210526314,0.21980676328502416,6.225563909774436,1.0809127115687087,1.8286640261635059,COAST
52.0,1.1667,78.4,below,3.229946524064171,0.20693069306930692,5.401069518716578,1.1724655810802282,1.6865969929807185,COAST
48.0,0.8056,84.4,below,2.3734939759036147,0.24329896907216494,4.382530120481928,0.8643631209413907,1.4776262106891043,COAST
52.0,2.6094,81.3,below,3.3469387755102042,0.23758519961051608,6.98639455782313,1.2080461297135718,1.943964623149822,COAST
52.0,1.8516,85.0,below,3.341463414634146,0.19055944055944055,6.975609756097561,1.2064088591238171,1.9424197441155449,COAST
46.0,0.9802,129.2,below,2.983633387888707,0.22991788646911818,4.584288052373159,1.0931418155070678,1.5226348160885133,COAST
26.0,1.7719,82.5,below,3.0866141732283463,0.19791666666666666,6.047244094488189,1.1270747533318712,1.7996026466890809,COAST
46.0,0.7286,95.2,below,2.101083032490975,0.3176470588235294,3.375451263537906,0.7424529415440994,1.2165290231013486,COAST
49.0,1.75,75.0,below,3.6842105263157894,0.24170616113744076,5.552631578947368,1.3040562628829184,1.7142719737496808,COAST
46.0,0.4999,67.5,below,2.5714285714285716,0.3333333333333333,1.7142857142857142,0.9444616088408515,0.5389965007326869,COAST
20.0,2.483,137.5,below,2.180451127819549,0.19281437125748502,6.2781954887218046,0.779531794758766,1.8370825966291018,COAST
17.0,0.9241,177.5,above,1.7357630979498861,0.3734842360549717,2.8177676537585423,0.551447142611475,1.0359449593173167,COAST
36.0,2.4464,102.1,below,2.4282907662082516,0.1928620452985587,5.724950884086444,0.8871876214671134,1.7448339702046274,COAST
19.0,1.1111,108.3,below,3.4830917874396135,0.20132560066280034,5.830917874396135,1.24792034401958,1.7631744278321624,COAST
23.0,0.8026,112.5,below,3.243076923076923,0.21432664756446992,5.369230769230769,1.17652254677157,1.68068465230679,COAST
38.0,2.0114,131.3,below,2.2193548387096773,0.2573099415204678,4.412903225806452,0.7972165404541517,1.4845328007033038,COAST
17.0,1.5,162.5,above,2.1072664359861593,0.31277056277056275,3.1972318339100347,0.7453915795974649,1.1622853835292521,COAST
52.0,1.1667,112.5,below,3.267857142857143,0.26666666666666666,3.75,1.1841344621062717,1.3217558399823195,COAST
52.0,1.5208,112.5,below,2.2988505747126435,0.2852941176470588,3.9080459770114944,0.8324092478934529,1.3630374989556233,COAST
52.0,0.8075,137.5,below,2.232258064516129,0.42487046632124353,2.490322580645161,0.8030136581384777,0.9124122525455842,COAST
35.0,1.8088,118.8,below,2.7633136094674557,0.1940928270042194,5.609467455621302,1.0164305427458238,1.7244557873319484,COAST
52.0,2.4083,98.2,below,3.2782608695652176,0.18499353169469598,6.721739130434782,1.1873130590847607,1.905346920224172,COAST
40.0,0.977,118.8,below,1.5315789473684212,0.5125,2.3157894736842106,0.42629919501100644,0.8397506547518208,COAST
10.0,0.76,162.5,above,1.6545454545454545,0.3977142857142857,2.6515151515151514,0.5035263212843791,0.9751312318970885,COAST
10.0,0.9722,137.5,below,3.2051282051282053,0.4,2.6923076923076925,1.1647520911726548,0.990398704027877,COAST
16.0,2.0938,162.5,above,2.2099447513812156,0.39436619718309857,2.74585635359116,0.7929675158421563,1.010092994830803,COAST
52.0,0.75,162.5,above,5.617647058823529,0.3229166666666667,2.823529411764706,1.7259129034304683,1.037987666851675,COAST
27.0,2.6354,187.5,above,2.377483443708609,0.3289099526066351,3.493377483443709,0.8660425516733545,1.2508690285352972,COAST
39.0,1.8477,179.2,above,2.841541755888651,0.363265306122449,3.6723768736616704,1.0443467766633103,1.300839101931143,COAST
36.0,2.0096,130.0,below,1.493327593628928,0.4648151623193845,2.294016358157555,0.40100691419934054,0.8303041495263731,COAST
31.0,2.8345,183.8,above,1.735593220338983,0.28959965187119235,3.8949152542372882,0.5513492686996879,1.359671921508936,COAST
29.0,2.0062,125.0,below,2.21978021978022,0.3194029850746269,3.681318681318681,0.7974081908843548,1.3032710253082163,COAST
22.0,1.2185,170.0,above,1.6192,0.3449212384573601,2.9456,0.48193220011100935,1.0803125314966764,COAST
37.0,2.6104,193.1,above,1.8755102040816327,0.29865125240847784,3.7071428571428573,0.6288807312510147,1.3102614605565843,COAST
29.0,2.4912,257.8,above,1.8432,0.30369415807560135,3.7248,0.611503191519435,1.315013159114927,COAST
28.0,3.2177,273.4,above,1.7120908483633934,0.27609369617636925,3.8784235136940546,0.5377153419444427,1.3554287601649468,COAST
39.0,3.125,237.5,above,1.706140350877193,0.28337236533957844,3.745614035087719,0.5342337146640056,1.3205855648341291,COAST
52.0,2.5795,350.0,above,1.4600326264274062,0.3252900232018561,3.5154975530179446,0.37845878233864394,1.2571810666016368,COAST
34.0,2.8406,335.7,above,1.5030743432084963,0.3260091977516607,3.281721632196758,0.40751257276014546,1.188368172555467,COAST
52.0,4.9306,313.4,above,2.762295081967213,0.14910536779324055,6.184426229508197,1.016061885619105,1.822034233474647,COAST
52.0,3.2727,268.5,above,1.5548245614035088,0.23790720631786771,4.442982456140351,0.44136271701774143,1.4913258752942427,COAST
52.0,3.1691,259.4,above,1.6255924170616114,0.2616609783845279,4.165876777251185,0.48587231368987344,1.4269267642091106,COAST
52.0,3.9,275.7,above,2.011142061281337,0.21574260270037346,4.848189415041783,0.6987027504045473,1.5786053187632147,COAST
28.0,3.9063,225.0,above,1.8952618453865338,0.25621816002397363,4.160847880299252,0.6393570059738076,1.4257188708848594,COAST
52.0,5.0917,262.5,above,2.1739130434782608,0.2029494382022472,5.628458498023716,0.7765287894989963,1.7278356032444009,COAST
32.0,2.6429,218.5,above,1.7671232876712328,0.28826463638750327,3.7270058708414875,0.569352963213281,1.3156051957149544,COAST
26.0,3.0233,255.0,above,1.4371405094494658,0.30209648901237685,3.2530813475760065,0.36265538203107484,1.1796026541186033,COAST
52.0,3.1484,224.1,above,1.8092485549132948,0.23526936026936027,4.578034682080925,0.5929115960423743,1.521269797316647,COAST
35.0,3.4722,243.1,above,1.599526066350711,0.2653440793552387,3.822274881516588,0.46970737683651803,1.340845764089197,COAST
52.0,3.1429,231.6,above,1.8350515463917525,0.22439405785770133,4.3951890034364265,0.6070725717887023,1.4805105344073504,COAST
28.0,2.4234,218.5,above,1.5400361228175798,0.34846674631620866,3.0234798314268514,0.4318058725254932,1.1064084301042354,COAST
52.0,3.0897,234.1,above,1.7222757955641272,0.2637231503579952,4.040501446480231,0.543646553206917,1.396368804686656,COAST
50.0,5.8596,327.6,above,2.6005361930294906,0.15864811133200796,6.742627345844504,0.9557176518536129,1.908449662890024,COAST
47.0,5.2868,347.6,above,2.263917525773196,0.14299212598425196,6.546391752577319,0.8170967311319928,1.8789140203893089,COAST
41.0,5.956,366.1,above,2.1117021276595747,0.15760869565217392,6.851063829787234,0.7474943178572413,1.9244039438343499,COAST
37.0,4.9643,335.0,above,2.0851063829787235,0.16167664670658682,7.1063829787234045,0.7348198769605134,1.960993391266642,COAST
52.0,6.3434,373.6,above,2.632754342431762,0.1467857142857143,6.947890818858561,0.9680305766673002,1.9384381342166124,COAST
52.0,5.1773,389.5,above,2.120720720720721,0.16265230943610087,6.358558558558559,0.7517559935138423,1.8498017099288355,COAST
52.0,7.2354,391.1,above,2.455040871934605,0.139739663093415,7.11716621253406,0.8981434095537676,1.9625096423417514,COAST
28.0,5.457,337.3,above,2.1244769874476988,0.1982220540949499,5.5303347280334725,0.7535256485289834,1.710248343184049,COAST
50.0,7.5,295.2,above,2.152400835073069,0.16115843270868824,6.127348643006263,0.7665838866060447,1.8127621348512815,COAST
44.0,6.0194,292.3,above,2.274706867671692,0.174357476635514,5.735343383584589,0.8218511947260394,1.7466476238690305,COAST
40.0,7.5544,411.5,above,2.470948012232416,0.13504307753957123,7.631498470948012,0.904601887623842,2.0322842180124105,COAST
30.0,6.0666,311.5,above,2.4606413994169096,0.15649027589326098,6.446064139941691,0.9004220474300172,1.8634697336915065,COAST
34.0,7.0548,325.9,above,2.2983870967741935,0.16129032258064516,6.125,0.8322076146636136,1.8123787564307907,COAST
18.0,11.6017,392.6,above,2.747422680412371,0.12987012987012986,8.335051546391753,1.0106632651025165,2.120469700513779,COAST
35.0,7.4882,319.3,above,2.419864559819413,0.16055846422338568,6.467268623024831,0.8837115715856116,1.8667538591037043,COAST
34.0,6.8976,333.3,above,2.1240208877284594,0.15557749259624876,6.6122715404699735,0.7533109374784465,1.8889272469421925,COAST
28.0,8.2049,335.2,above,2.4368421052631577,0.138763197586727,6.978947368421053,0.8907029819257478,1.9428980985853217,COAST
26.0,8.401,351.2,above,2.5687203791469195,0.14033983637507866,7.530805687203792,0.9434078679635798,2.0190020330606493,COAST
29.0,6.8538,368.9,above,2.45724907063197,0.15131211613623674,6.657992565055762,0.8990424602498471,1.8958180224588728,COAST
32.0,8.317,365.9,above,2.414448669201521,0.1438692098092643,6.977186311787072,0.8814709667149271,1.9426457283109062,COAST
37.0,7.0175,366.7,above,2.3863636363636362,0.14727420667209112,6.982954545454546,0.8697707162392622,1.943472114527883,COAST
39.0,6.3302,362.8,above,2.53,0.14164456233421752,7.54,0.9282193027394288,2.020222182019865,COAST
30.0,6.3624,483.3,above,2.423076923076923,0.13013698630136986,5.615384615384615,0.8850381883700505,1.7255100836868542,COAST
52.0,7.0549,331.4,above,2.322857142857143,0.14021052631578948,6.785714285714286,0.8427979550643513,1.9148195619852821,COAST
45.0,6.7851,323.5,above,2.504694835680751,0.14709851551956815,6.957746478873239,0.9181669050323829,1.939855640146607,COAST
50.0,2.8929,216.7,above,2.282608695652174,0.21355453582774445,5.132246376811594,0.8253189536684283,1.6355434535534212,COAST
38.0,3.0812,233.1,above,1.9527720739219712,0.23735581188997337,4.628336755646817,0.6692499394628004,1.5321975715171319,COAST
52.0,5.2402,296.4,above,2.2767857142857144,0.15262778977681785,6.200892857142857,0.8227646738633316,1.8246932908993039,COAST
52.0,6.5217,273.7,above,2.4837662337662336,0.16996448503297817,6.39935064935065,0.9097760508529613,1.8561965241791458,COAST
52.0,3.2632,227.7,above,2.4543478260869565,0.21300961978928082,4.745652173913044,0.8978610746665213,1.5572288670668033,COAST
52.0,3.0298,199.6,above,2.433106575963719,0.20297462817147857,5.183673469387755,0.8891688671838526,1.64551396890791,COAST
52.0,4.5428,239.8,above,2.3009708737864076,0.1988239617787578,5.283495145631068,0.8333311529054953,1.6645878381195103,COAST
52.0,4.072,270.1,above,2.223529411764706,0.1674901185770751,5.952941176470588,0.799095758569326,1.783885412797149,COAST
52.0,5.3509,302.1,above,1.9846449136276392,0.18206521739130435,5.65067178502879,0.6854400133150075,1.7317744380953999,COAST
52.0,3.1603,269.5,above,1.7145969498910676,0.23905558288243975,4.429193899782135,0.5391780383568581,1.4882176035678014,COAST
52.0,4.7708,314.7,above,2.8732394366197185,0.159804605722261,6.727699530516432,1.055440116802901,1.9062332621187468,COAST
52.0,8.1564,390.1,above,2.6868421052631577,0.13734198838401093,7.7026315789473685,0.9883665654442341,2.0415620339714544,COAST
52.0,8.8793,410.3,above,3.3372093023255816,0.126133909287257,8.972868217054264,1.2051349195061134,2.1942053815987173,COAST
52.0,6.8591,352.4,above,2.914373088685015,0.12595573440643862,7.599388379204893,1.0696547327569488,2.0280677676334755,COAST
52.0,6.0302,287.3,above,2.4765625,0.1597315436241611,5.8203125,0.9068715099576634,1.7613539544599424,COAST
52.0,7.508,348.7,above,2.4943181818181817,0.1297085998578536,7.994318181818182,0.9140154180370195,2.0787310620762374,COAST
52.0,2.7477,243.8,above,1.9006211180124224,0.26278069756330624,4.333333333333333,0.6421807369679178,1.466337068793427,COAST
52.0,2.1944,211.5,above,2.057142857142857,0.1891891891891892,5.074285714285714,0.7213180575266416,1.6241857690686559,COAST
52.0,3.0149,218.4,above,2.4528688524590163,0.24436990896023,4.276639344262295,0.897258299704826,1.4531675012240537,COAST
52.0,3.675,269.9,above,2.023166023166023,0.19976124154397135,4.851351351351352,0.7046636226215044,1.5792572952841093,COAST
46.0,3.225,218.8,above,1.8380187416331994,0.2583539603960396,4.326639892904953,0.6086882206351537,1.4647912345081686,COAST
42.0,2.9345,225.0,above,1.6896551724137931,0.25849514563106796,4.059113300492611,0.5245244681241527,1.4009645508676845,COAST
43.0,2.1429,250.0,above,1.8822714681440442,0.3350253807106599,3.2742382271468142,0.6324792752583175,1.1860852396331625,COAST
41.0,1.6121,171.4,above,2.5714285714285716,0.318830727396329,3.5617433414043584,0.9444616088408515,1.2702501276404048,COAST
29.0,1.3929,193.8,above,1.7270375161707632,0.3500810372771475,3.1927554980595083,0.5464075222469279,1.1608843364378565,COAST
27.0,2.3173,125.0,below,2.7296037296037294,0.3014705882352941,3.804195804195804,1.0041564446697002,1.3361046165960353,COAST
45.0,1.7772,97.5,below,3.2065217391304346,0.2945128779395297,3.882608695652174,1.1651867792907795,1.3565072719533038,COAST
50.0,2.6458,125.0,below,3.7857142857142856,0.2988871224165342,3.2091836734693877,1.3312345839368631,1.1660165974699233,COAST
52.0,2.181,138.8,below,2.9917355371900825,0.29200896191187453,3.6887052341597797,1.09585366622903,1.3052755114263217,COAST
36.0,2.2303,116.7,below,3.029465930018416,0.36114421930870083,3.0902394106813995,1.1083863432655368,1.128248567093216,COAST
43.0,1.6504,151.8,above,2.6552795031055902,0.27602389078498296,3.639751552795031,0.976549923392352,1.2919154245925497,COAST
52.0,2.2697,127.0,below,3.206140350877193,0.2289156626506024,4.368421052631579,1.1650678307953377,1.4744016286301573,COAST
52.0,2.1563,128.6,below,3.2219020172910664,0.23444374607165305,4.585014409221902,1.1699718737681852,1.5227932483909277,COAST
52.0,2.1348,140.6,below,3.002985074626866,0.2509457755359395,4.7343283582089555,1.0996068188346182,1.5548398703697268,COAST
47.0,2.6292,182.7,above,2.1895306859205776,0.2873900293255132,3.693140794223827,0.7836872221967663,1.306477259764288,COAST
52.0,2.3833,146.9,below,3.0038910505836576,0.2424496644295302,4.638132295719845,1.0999084651295563,1.5343117627300753,COAST
52.0,2.957,122.8,below,3.29426433915212,0.23294509151414308,4.496259351620948,1.192182877215756,1.503245795896748,COAST
49.0,2.5238,169.3,above,2.1964549483013296,0.2639182522903453,4.192023633677991,0.7868446735478801,1.4331835848077128,COAST
52.0,1.9375,126.6,below,2.6236559139784945,0.23499361430395913,4.209677419354839,0.9645687321399459,1.4373860222776018,COAST
51.0,1.9028,127.9,below,2.420918367346939,0.26037735849056604,4.0561224489795915,0.8841469588194654,1.4002274554238145,COAST
50.0,2.25,123.5,below,2.7686746987951807,0.27491408934707906,4.20722891566265,1.0183687576180573,1.4368042161688492,COAST
52.0,2.3929,111.9,below,3.0142857142857142,0.2388178913738019,4.4714285714285715,1.1033628914267075,1.4977079484907942,COAST
43.0,2.1917,112.8,below,3.5475223395613322,0.2253899044105316,4.844029244516653,1.2662494273011073,1.5777468629386524,COAST
52.0,2.9357,107.9,below,4.026699029126213,0.22153673583847447,4.327669902912621,1.392946940840918,1.465029268513614,COAST
30.0,1.8854,137.5,below,3.844106463878327,0.26426426426426425,3.7984790874524714,1.3465411868427068,1.334600746470789,COAST
39.0,2.1638,105.5,below,3.763496143958869,0.29339686861810754,3.776349614395887,1.3253483509028106,1.328757832555431,COAST
47.0,2.125,95.5,below,4.082508250825082,0.2879008746355685,4.528052805280528,1.4067115668831187,1.5102920027764615,COAST
52.0,3.375,116.1,below,3.8511904761904763,0.26706231454005935,4.011904761904762,1.3483823150976417,1.3892661315090482,COAST
43.0,2.2542,112.2,below,3.596638655462185,0.23124231242312424,4.554621848739496,1.2799997024702674,1.5161425083281168,COAST
51.0,2.1,75.0,below,4.1454545454545455,0.24571428571428572,3.1818181818181817,1.4220124437219699,1.157452788691043,COAST
39.0,1.6,112.5,below,3.097560975609756,0.279826464208243,3.747967479674797,1.1306150197542835,1.321213687624231,COAST
52.0,3.625,125.0,below,3.7268722466960353,0.26274944567627495,3.973568281938326,1.3155693421248207,1.3796645025812209,COAST
20.0,1.6929,115.0,below,2.4541420118343193,0.3282764433206911,3.510355029585799,0.8977772141474804,1.2557171803927996,COAST
52.0,1.6471,95.0,below,3.7681159420289854,0.3273657289002558,2.8333333333333335,1.3265751264182684,1.0414538748281612,COAST
52.0,2.59,96.4,below,3.3436293436293436,0.2647317502198769,4.38996138996139,1.2070568468628975,1.4793204320509983,COAST
52.0,2.57,72.0,below,3.3442622950819674,0.26788036410923277,4.202185792349726,1.2072461296709052,1.435604816664223,COAST
52.0,2.6429,71.3,below,3.2936507936507935,0.3093220338983051,3.746031746031746,1.1919966132792204,1.3206970786340775,COAST
52.0,3.0257,80.8,below,4.666666666666667,0.2494199535962877,4.046948356807512,1.540445040947149,1.397963104954268,COAST
50.0,1.4886,128.8,below,3.19706498951782,0.2760416666666667,4.0251572327044025,1.1622331981531708,1.392563974133486,COAST
43.0,1.9338,112.5,below,3.4383561643835616,0.3323943661971831,3.2420091324200913,1.2349934979833928,1.1761932402188602,COAST
52.0,1.4844,119.4,below,3.9529411764705884,0.2616632860040568,3.8666666666666667,1.3744599034728877,1.3523928094442093,COAST
44.0,1.6009,118.1,below,3.745672436750999,0.3525641025641026,3.1158455392809588,1.320601156725722,1.1365005565876123,COAST
48.0,2.0375,122.5,below,4.317784256559767,0.23349056603773585,4.944606413994169,1.462742367101859,1.5982973691859084,COAST
49.0,2.293,106.3,below,3.922374429223744,0.18468085106382978,5.365296803652968,1.3666971921677544,1.6799516967617585,COAST
37.0,2.1494,132.5,below,3.074569789674952,0.24498506188647035,4.479923518164436,1.1231649856739887,1.4996059744428727,COAST
30.0,1.6198,122.7,below,3.0357142857142856,0.23770491803278687,4.357142857142857,1.1104467463151124,1.4718165345580525,COAST
40.0,1.3281,113.3,below,3.0652173913043477,0.21397849462365592,5.054347826086956,1.1201184938890731,1.6202488285383159,COAST
44.0,3.5156,109.5,below,3.5330882352941178,0.21116341627437793,5.466911764705882,1.2621723426742952,1.6987138801641577,COAST
52.0,3.9048,164.7,above,3.318248175182482,0.20151869158878505,4.998540145985402,1.199436985590318,1.6091458989994074,COAST
52.0,3.0893,125.0,below,3.076923076923077,0.24934383202099739,3.9076923076923076,1.1239300966523995,1.3629469971228994,COAST
46.0,2.6042,124.7,below,3.1252371916508537,0.24302620456466612,4.489563567362429,1.1395101816362778,1.5017554959969697,COAST
49.0,2.5,136.7,below,2.832547169811321,0.24644030668127054,4.306603773584905,1.0411763668480258,1.460149605922956,COAST
38.0,2.7969,141.7,below,3.2883156297420335,0.23319121023286324,4.626707132018209,1.1903754670338518,1.5318454124857475,COAST
29.0,2.8321,150.0,above,2.761764705882353,0.22926829268292684,4.823529411764706,1.015869861598056,1.573505903208037,COAST
47.0,2.9583,138.8,below,2.941780821917808,0.19896305897602073,5.284246575342466,1.0790151197159736,1.6647300500948792,COAST
34.0,2.8365,139.2,below,2.939922480620155,0.2356175972927242,4.5813953488372094,1.0783832138669696,1.522003613044426,COAST
35.0,2.875,143.8,below,2.961139896373057,0.2343839541547278,4.520725388601036,1.0855742943299798,1.5086724651716967,COAST
39.0,3.0682,156.5,above,2.3900862068965516,0.24962556165751373,4.316810344827586,0.8713294351241118,1.462516783439563,COAST
39.0,3.0757,151.0,above,2.7376681614349776,0.22150644202180378,4.524663677130045,1.0071065220906406,1.5095432488934901,COAST
43.0,4.9559,273.0,above,2.4505494505494507,0.1638752052545156,6.6923076923076925,0.8963122649432688,1.900958761193047,COAST
52.0,4.7721,217.1,above,2.6343283582089554,0.18939883645765998,5.772388059701493,0.9686282569823854,1.7530858700622096,COAST
52.0,3.4861,187.1,above,2.6671388101983005,0.2020460358056266,4.984419263456091,0.9810062911639104,1.606316899828343,COAST
41.0,5.1184,239.6,above,2.364705882352941,0.17101449275362318,6.088235294117647,0.8606536515687593,1.8063582686492077,COAST
